title,ingredients,directions,link,source,NER
Hawaiian Delight,"[""2 pkg. peach jello"", ""1 can crushed pineapple"", ""3 bananas"", ""1 tub Cool Whip""]","[""Let jello start to jell; mix in drained pineapple."", ""Then add banana slices."", ""Mix well."", ""Let jell, then top with Cool Whip.""]",www.cookbooks.com/Recipe-Details.aspx?id=326173,Gathered,"['peach jello', 'pineapple', 'bananas']"
Vern'S Easy Beef Brisket,"[""3 to 5 lb. beef brisket (flat cut)"", ""2 sliced onions"", ""1 c. prepared instant coffee"", ""2 bottles chili sauce"", ""3 Tbsp. brown sugar""]","[""Preheat oven to 325\u00b0. Place onions in bottom of metal baking pan and place beef brisket (not corned) on top. Pour coffee over meat, then pour over the chili sauce. Sprinkle brown sugar over all. Cover baking pan tightly with foil. Bake for 3 1/2 to 4 hours. Allow to sit for 8 to 10 minutes before slicing thinly across grain.""]",www.cookbooks.com/Recipe-Details.aspx?id=85278,Gathered,"['beef brisket', 'onions', 'coffee', 'chili sauce', 'brown sugar']"
Sausage Cannoli,"[""4 lb. Italian sausage (hot)"", ""2 medium bell peppers"", ""8 oz. Mozzarella cheese"", ""4 tubes Pillsbury crescent rolls (may use frozen dough for roll)""]","[""Cut"", ""sausages"", ""in"", ""3"", ""inch pieces or smaller to make 32 pieces."", ""Remove"", ""skin;"", ""roll"", ""between"", ""your"", ""hands\tto make it slimmer and firm."", ""Parboil, take it out of the water and brown meat"", ""in"", ""Teflon"", ""pan."", ""Set aside to cool.\tCut peppers in 3/4 inch"", ""strips;"", ""cut\teach"", ""strip"", ""in half or about 1 1/2 inches long."", ""Parboil in same liquid used for meat."", ""Cut cheese in 18 pieces, 1/4 inch wide."", ""Cut again in half to make 36 pieces.""]",www.cookbooks.com/Recipe-Details.aspx?id=1003039,Gathered,"['Italian sausage', 'bell peppers', 'Mozzarella cheese', 'crescent rolls']"
Amie'S French Country Chicken,"[""2 small chickens (3 lb.)"", ""1/2 lb. bacon, cut in 1/2-inch pieces"", ""12 small new potatoes"", ""2 Tbsp. butter"", ""3 Tbsp. olive oil"", ""6 medium carrots, trimmed and peeled"", ""20 to 25 tiny pearl onions"", ""4 cloves garlic, crushed"", ""1 bay leaf"", ""parsley stems"", ""sprigs of fresh thyme"", ""salt and black pepper""]","[""Preheat oven to 375\u00b0."", ""Blanch bacon in boiling water 3 minutes."", ""Drain, refresh and pat dry."", ""Peel potatoes and blanch for 5 minutes; drain and pat dry."", ""Trim fat from chicken and season."", ""Add butter and oil to large covered casserole and brown chicken over high heat."", ""Remove and set aside."", ""Add bacon to pot and brown; remove."", ""Brown pearl onions; remove."", ""Brown blanched potatoes and remove."", ""Pour off excess fat."", ""Return chicken to casserole."", ""Add bacon, vegetables, garlic and herbs."", ""Pour in 1/2 cup water; season with salt and pepper."", ""Bake for 1 hour and 15 minutes, half of the time covered."", ""Serves 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=629698,Gathered,"['chickens', 'bacon', 'potatoes', 'butter', 'olive oil', 'carrots', 'pearl onions', 'garlic', 'bay leaf', 'parsley stems', 'thyme', 'salt']"
Pineapple Chutney,"[""2 limes"", ""1 jalapeno chile finely chopped"", ""1/2 sm. red onion, chopped"", ""3/4 c. brown sugar"", ""2 Tbsp. minced fresh ginger"", ""1/2 tsp. salt"", ""1 c. pineapple tidbits or ripe one chopped small"", ""2 oranges peeled and chopped or can of mandarins"", ""1 c. dark raisins"", ""1 can tomato soup"", ""1-8 oz. cream cheese"", ""1 1/2 envelopes of knox gelatin"", ""2 diced hard boiled eggs"", ""3/4 cup diced celery"", ""1/2 cup diced onion"", ""2 drops Tabasco or horseradish"", ""1 cup mayonnaise"", ""2 cans baby shrimp (10 oz. cans)""]","[""Combine both mixtures together."", ""Put in smaller containers and cover (such as plastic butter dish)."", ""Refrigerate/chill."", ""Serve with crackers or vegetables as dip.""]",www.cookbooks.com/Recipe-Details.aspx?id=49811,Gathered,"['limes', 'red onion', 'brown sugar', 'fresh ginger', 'salt', 'pineapple', 'oranges', 'dark raisins', 'tomato soup', 'cream cheese', 'gelatin', 'eggs', 'celery', 'onion', 'horseradish', 'mayonnaise', 'baby shrimp']"
Pork Barbecue Sandwiches,"[""2 or 3 lb. pork loin"", ""1 1/2 c. catsup"", ""6 Tbsp. brown sugar"", ""6 Tbsp. vinegar"", ""3 Tbsp. Worcestershire sauce"", ""1/2 tsp. ground cloves"", ""1/2 tsp. ground cinnamon"", ""1/2 tsp. chili powder"", ""1 1/2 or more c. broth (from cooking meat)""]","[""Cook pork and cut in cubes."", ""Mix all ingredients with meat. Simmer until consistency desired."", ""Serve on buns.""]",www.cookbooks.com/Recipe-Details.aspx?id=1025588,Gathered,"['pork loin', 'catsup', 'brown sugar', 'vinegar', 'Worcestershire sauce', 'ground cloves', 'ground cinnamon', 'chili powder', 'broth']"
Baked Chicken Reuben,"[""4 whole chicken breasts, halved and boned"", ""1/4 tsp. salt"", ""1/8 tsp. pepper"", ""16 oz. Krrrrisp kraut, drained"", ""4 slices natural Swiss cheese"", ""1 1/4 c. Thousand Island dressing"", ""1 Tbsp. parsley""]","[""Place chicken in greased baking pan and sprinkle with salt and pepper."", ""Place Krrrrisp kraut over chicken; top with Swiss cheese. Pour dressing evenly over cheese."", ""Cover with foil and bake at 325\u00b0 for about 1 1/2 hours."", ""Sprinkle with chopped parsley."", ""Makes 4 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=267400,Gathered,"['chicken breasts', 'salt', 'pepper', 'Swiss cheese', 'parsley']"
Beef And Bean Enchiladas,"[""3/4 lb. lean ground beef"", ""2 cloves garlic"", ""1/2 c. picante sauce"", ""8 oz. can tomatoes, drained and chopped"", ""16 oz. can black or pinto beans, rinsed and drained"", ""8 oz. can whole kernel corn, drained"", ""2 tsp. ground cumin"", ""1 tsp. chili powder"", ""1/3 c. sliced green onions"", ""12 flour tortillas"", ""1 c. picante sauce"", ""1 c. shredded cheese""]","[""Brown"", ""ground beef with"", ""minced"", ""garlic."", ""Add"", ""1/2"", ""cup picante sauce, tomatoes, beans,"", ""corn, cumin and chili powder. Mix well."", ""Cook, uncovered,"", ""stirring"", ""frequently 5 minutes or until most"", ""of the"", ""liquid"", ""has"", ""evaporated."", ""Stir"", ""in"", ""green onions. Spoon about 1/3 cup"", ""of"", ""mixture"", ""down"", ""the center of each flour tortilla; roll up.\tPlace"", ""seam-side"", ""down\tin 13 x 9-inch baking dish sprayed"", ""with vegetable spray."", ""Spoon 1 cup picante sauce evenly over"", ""enchiladas."", ""Bake, covered, at 350\u00b0 for 15 minutes or until"", ""hot."", ""Top"", ""with"", ""cheese and return to oven 3 minutes or until cheese melts."", ""Top with sour cream and additional picante sauce, if desired.""]",www.cookbooks.com/Recipe-Details.aspx?id=713675,Gathered,"['lean ground beef', 'garlic', 'picante sauce', 'tomatoes', 'black', 'whole kernel corn', 'ground cumin', 'chili powder', 'green onions', 'flour tortillas', 'picante sauce', 'shredded cheese']"
Cheese-Ham Ball,"[""1/2 lb. Cheddar cheese, shredded"", ""1 (8 oz.) pkg. cream cheese"", ""1 small flat can deviled ham"", ""1 Tbsp. pimiento, chopped"", ""approximately 1 Tbsp. dried parsley, soaked in water, then patted dry on paper towel"", ""dash of Worcestershire sauce"", ""1/2 tsp. fresh minced onion""]","[""Mix all ingredients."", ""Form into a ball and roll in chopped pecans."", ""Serve with assorted crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=561726,Gathered,"['Cheddar cheese', 'cream cheese', 'ham', 'pimiento', 'parsley', 'Worcestershire sauce', 'onion']"
Dill Dip(For Vegetables)  ,"[""1 c. mayonnaise"", ""1 c. sour cream"", ""1 tsp. dill weed"", ""1 Tbsp. lemon juice"", ""1 Tbsp. dried onion flakes"", ""1 tsp. parsley flakes"", ""seasoned salt as needed to taste"", ""garlic salt as needed to taste""]","[""Mix mayo and sour cream together."", ""Add all other ingredients and mix well.""]",www.cookbooks.com/Recipe-Details.aspx?id=1046039,Gathered,"['mayonnaise', 'sour cream', 'dill weed', 'lemon juice', 'onion', 'parsley flakes', 'salt', 'garlic']"
Summer Berry Sauce,"[""3/4 c. frozen raspberry or raspberry blend juice concentrate, thawed"", ""2 Tbsp. honey"", ""1 c. sliced fresh strawberries"", ""1 c. fresh or frozen blueberries, partially thawed"", ""1 c. fresh or frozen raspberries, partially thawed""]","[""In a large bowl, combine juice concentrate and honey."", ""Add fruit. Toss gently to combine."", ""Store in refrigerator."", ""Makes 3 cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=580675,Gathered,"['frozen raspberry', 'honey', 'fresh strawberries', 'blueberries', 'frozen raspberries']"
Salmon Loaf,"[""1 can salmon, flaked"", ""1 egg, beaten"", ""1 small onion, diced"", ""1 c. bread crumbs, softened with milk (1/4 c.)"", ""1 Tbsp. lemon juice"", ""3 Tbsp. butter, melted"", ""salt and pepper to taste""]","[""Combine ingredients."", ""Shape into loaf and bake in a greased baking dish at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=202410,Gathered,"['salmon', 'egg', 'onion', 'bread crumbs', 'lemon juice', 'butter', 'salt']"
Overnight Chicken Casserole,"[""1 (7 oz.) pkg. raw macaroni"", ""2 c. milk"", ""1 can cream of celery soup"", ""1 can cream of mushroom soup"", ""1 (12 oz.) can mushrooms"", ""1/2 lb. grated American cheese"", ""2 c. diced, cooked chicken"", ""1/2 tsp. salt"", ""1 small onion, finely chopped"", ""3 hard-boiled eggs, chopped""]","[""Mix all ingredients in\ta"", ""large bowl.\tCover and place in refrigerator overnight."", ""Remove"", ""from"", ""refrigerator"", ""1 hour before baking."", ""Stir well and"", ""spoon"", ""into"", ""1 1/2 quart casserole."", ""Bake in preheated 350\u00b0 oven for 1 hour.\tServes 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=995281,Gathered,"['macaroni', 'milk', 'cream of celery soup', 'cream of mushroom soup', 'mushrooms', 'American cheese', 'chicken', 'salt', 'onion', 'eggs']"
Low-Fat Mexican Dip,"[""2 c. Dannon plain yogurt"", ""2 Tbsp. chopped fresh cilantro"", ""1 (16 oz.) can refried beans"", ""1 c. chunky salsa (mild or spicy)"", ""1 c. sliced black olives"", ""1 c. low fat grated cheese"", ""1 c. jalapeno peppers (optional)""]","[""Combine Dannon plain yogurt and cilantro; mix well. Set aside. In a separate bowl combine refried beans with 1/3 c. salsa. Spread half of this mixture into a flat 2 quart serving bowl. Spread half the yogurt mixture over the beans followed by half the black olives, half the remaining salsa, half cheese and half peppers, if desired. Repeat the layering again. Cover and chill completely. Serve with your favorite chips, or crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=79937,Gathered,"['plain yogurt', 'fresh cilantro', 'beans', 'chunky salsa', 'black olives', 'grated cheese', 'jalapeno peppers']"
Willie Mae'S Cabbage With Tomato And Bacon,"[""1 medium size cabbage"", ""lite salt"", ""pepper"", ""1/2 c. tomato juice"", ""3 slices bacon"", ""1 Tbsp. chopped parsley""]","[""Boil the cabbage until tender."", ""Drain, chop and add salt and pepper."", ""Simmer the mixture in tomato juice for about 20 minutes. Fry bacon over medium-high heat until crisp."", ""Crumble the bacon over the cabbage and sprinkle with the chopped parsley just before setting it on the table.""]",www.cookbooks.com/Recipe-Details.aspx?id=339487,Gathered,"['cabbage', 'salt', 'pepper', 'tomato juice', 'bacon', 'parsley']"
Corned Beef And Cabbage Casserole,"[""1 small cabbage, shredded"", ""1 tsp. dry mustard"", ""1 can corned beef, flaked"", ""1 can cream of celery soup"", ""1 medium chopped onion""]","[""Combine all ingredients and cook uncovered over low heat until cabbage is crisp-tender, about 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=263782,Gathered,"['cabbage', 'dry mustard', 'corned beef', 'cream of celery soup', 'onion']"
New England Pumpkin Pie,"[""1 can pumpkin (2 large c.)"", ""2 c. sugar"", ""4 eggs"", ""2 c. milk"", ""2 pie crusts"", ""1 tsp. salt"", ""1 tsp. ginger"", ""2 tsp. nutmeg"", ""3 tsp. cinnamon""]","[""Stir together the pumpkin, sugar, eggs and salt. Add the milk and stir again. Take a little of the pumpkin mix in cup and put the spices in and stir well. Then add to the pumpkin mix. Divide between the pie crusts. Bake at 450\u00b0 for 10 minutes. Lower the oven to 325\u00b0 and bake for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=117215,Gathered,"['pumpkin', 'sugar', 'eggs', 'milk', 'salt', 'ginger', 'nutmeg', 'cinnamon']"
Santa Fe Nachos,"[""summer sausage"", ""sharp cheddar or Monterey Jack cheese"", ""Tortilla Chips"", ""jalapeno peppers"", ""black olives"", ""guacamole"", ""chopped tomatoes""]","[""Top tortilla with cheese. Place a slice of sausage on each chip. Microwave until cheese melts. Garnish with peppers and olives. Serve with guacamole and tomatoes.""]",www.cookbooks.com/Recipe-Details.aspx?id=39018,Gathered,"['summer sausage', 'cheese', 'Tortilla Chips', 'jalapeno peppers', 'black olives', 'guacamole', 'tomatoes']"
Chicken In Foil,"[""1 (2 1/2 lb.) broiler-fryer, skinned and quartered"", ""1/4 tsp. garlic salt"", ""1/8 tsp. paprika"", ""1 large onion, cut into 4 slices"", ""1 large potato, cut into 8 slices"", ""2 carrots, scraped and cut into 3/4-inch pieces"", ""2 stalks celery, cut into 3/4-inch pieces"", ""1 (4 oz.) can sliced mushrooms, drained"", ""1 (10 3/4 oz.) can cream of chicken soup, undiluted""]","[""Cut four 24 x 18-inch pieces of heavy-duty tinfoil."", ""Place a chicken quarter in center of each; sprinkle with garlic salt and paprika."", ""Top evenly with onion and next 4 ingredients."", ""Spoon soup evenly over each portion."", ""Seal bundles and place on a 15 x 10 x 1-inch jellyroll pan."", ""Bake at 400\u00b0 for 1 hour and 15 minutes or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=298823,Gathered,"['garlic salt', 'paprika', 'onion', 'potato', 'carrots', 'stalks celery', 'mushrooms', 'cream of chicken soup']"
Slaw,"[""1 large head cabbage"", ""1/2 c. vinegar"", ""1/2 c. water"", ""1 tsp. dry mustard"", ""1 c. cooking oil"", ""2 large onions"", ""1/2 c. sugar"", ""1 tsp. celery seed"", ""1 tsp. salt""]","[""Combine vinegar, sugar, water, celery seed, dry mustard and salt; bring to a boil."", ""Cool and add cooking oil."", ""Heat to boiling again. Grate cabbage finely, slice onions and layer in bowl."", ""Pour hot mixture over cabbage and onions."", ""Cover and refrigerate."", ""This may be made the day before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=912445,Gathered,"['head cabbage', 'vinegar', 'water', 'dry mustard', 'cooking oil', 'onions', 'sugar', 'celery', 'salt']"
Salsa,"[""3 qt. tomatoes"", ""3 c. celery"", ""1 c. green pepper"", ""3 c. onion"", ""1/4 c. salt"", ""2 c. white vinegar"", ""1 tsp. black pepper"", ""1 1/2 Tbsp. pickling spice"", ""1/4 c. brown sugar"", ""1 c. sugar""]","[""Peel tomatoes and place in large pan."", ""Grind celery, green pepper and onion."", ""Mix with tomatoes."", ""Pour salt over mixture and cover with water."", ""Let stand overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=622157,Gathered,"['tomatoes', 'celery', 'green pepper', 'onion', 'salt', 'white vinegar', 'black pepper', 'pickling spice', 'brown sugar', 'sugar']"
Vidalia Onion Casserole,"[""6 medium onions, sliced"", ""1 pt. sour cream"", ""1 can water chestnuts"", ""1/2 tsp. paprika"", ""1/4 c. butter"", ""1 can cream of chicken soup"", ""2 c. Cheddar cheese, grated"", ""2 c. Ritz crackers, crushed""]","[""In greased casserole, arrange onions."", ""Mix together other ingredients except cracker crumbs and pour over onions."", ""Bake at 350\u00b0 for 30 to 40 minutes."", ""Top with cracker crumbs.""]",www.cookbooks.com/Recipe-Details.aspx?id=330222,Gathered,"['onions', 'sour cream', 'water chestnuts', 'paprika', 'butter', 'cream of chicken soup', 'Cheddar cheese', 'crackers']"
Hot Tomatoes And Cucumbers,"[""2 medium cucumbers, cut into 1-inch pieces"", ""1 medium onion, sliced and separated into rings"", ""2 Tbsp. butter or margarine"", ""4 medium tomatoes, cut in wedges"", ""1/2 tsp. salt"", ""dash of pepper"", ""1 Tbsp. fresh dill or 1 tsp. dried dill""]","[""Cook and stir cucumbers and onion in butter or margarine in a skillet for about 5 minutes. Stir in tomatoes."", ""Sprinkle with salt and pepper. Cook until tomatoes are just heated through. Sprinkle with dill and serve hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=247029,Gathered,"['cucumbers', 'onion', 'butter', 'tomatoes', 'salt', 'pepper', 'fresh dill']"
Chocolate Log,"[""1 box chocolate cake mix"", ""1 box cream cheese, softened"", ""1 c. confectioners sugar"", ""1/8 tsp. mix flavoring"", ""1 drop food coloring""]","[""Mix cake mix as directed on box."", ""Spray cookie sheet with Pam and put a piece of waxed paper on cookie sheet and spray with Pam. Pour a thin layer of cake mix on cookie sheet and bake at 350\u00b0 for 10 to 20 minutes."", ""Take out of oven and sprinkle with confectioners sugar and roll up in dish cloth to make a log."", ""Put in refrigerator to cool."", ""Mix confectioners sugar, cream cheese, flavoring and food coloring in a bowl."", ""Take log out of refrigerator, unroll, put filling in log and roll back up."", ""Cover with foil and put back in refrigerator."", ""Makes 3 logs.""]",www.cookbooks.com/Recipe-Details.aspx?id=858063,Gathered,"['chocolate cake mix', 'cream cheese', 'confectioners sugar', 'coloring']"
Cream Cheese Rolls,"[""10 flour tortillas"", ""8 oz. cream cheese"", ""8 oz. sour cream"", ""2 tsp. hot picante sauce"", ""1/2 medium onion, chopped fine""]","[""Mix all ingredients and spread lightly on tortilla."", ""Roll the tortilla tightly."", ""Place rolls on plate and cover with plastic wrap."", ""Chill in refrigerator overnight."", ""Slice and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=537117,Gathered,"['flour tortillas', 'cream cheese', 'sour cream', 'hot picante sauce', 'onion']"
Pecan Pie,"[""1 c. Karo syrup"", ""3 eggs, slightly beaten"", ""1/8 tsp. salt"", ""1 tsp. vanilla"", ""1 c. sugar"", ""2 Tbsp. margarine, melted"", ""1 c. pecan halves"", ""1 unbaked 9-inch pie shell""]","[""Mix all ingredients together."", ""Add pecans that have been cut into halves."", ""Pour all of these ingredients into the pie shell. Bake at 400\u00b0 for 15 minutes."", ""Reduce the heat to 350\u00b0 and bake for another 30 minutes."", ""Pie should be cooled until firm.""]",www.cookbooks.com/Recipe-Details.aspx?id=330304,Gathered,"['syrup', 'eggs', 'salt', 'vanilla', 'sugar', 'margarine', 'pecan halves', 'shell']"
Jello Salad,"[""1 lime jello (step 1)"", ""1 lemon jello (step 1)"", ""1 c. boiling water *"", ""12 oz. carton cottage cheese, creamed (step 2)"", ""1 c. mayonnaise"", ""1 small can Pet milk"", ""1 large can crushed pineapple (step 3)"", ""1/2 c. pecans""]","[""Mix cottage cheese, mayonnaise and Pet milk well."", ""Mix all together."", ""Put in refrigerator to chill."", ""Serve on lettuce leaf with crackers or Ritz.""]",www.cookbooks.com/Recipe-Details.aspx?id=616045,Gathered,"['lime jello', 'lemon jello', 'boiling water', 'cottage cheese', 'mayonnaise', 'Pet milk', 'pineapple', 'pecans']"
Autumn Apple Salad,"[""1 (20 oz.) can crushed pineapple (undrained)"", ""2/3 c. sugar"", ""1 (3 oz.) pkg. lemon flavored gelatin"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. diced, unpeeled apples"", ""1/2 to 1 c. chopped nuts"", ""1 c. chopped celery"", ""1 c. whipped topping"", ""lettuce leaves""]","[""In a saucepan, combine pineapple and sugar; bring to a boil and boil for 3 minutes."", ""Add gelatin; stir until dissolved."", ""Add cream cheese; stir until mixture is thoroughly combined."", ""Cool. Fold in apples, nuts, celery and whipped topping."", ""Pour into a 9-inch square baking pan."", ""Chill until firm."", ""Cut into squares and serve on lettuce leaves."", ""Makes 9 to 12 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=596076,Gathered,"['pineapple', 'sugar', 'lemon flavored gelatin', 'cream cheese', 'unpeeled apples', 'nuts', 'celery', 'topping', 'lettuce leaves']"
Graham Cracker Cookies,"[""1 1/2 c. margarine"", ""1 egg"", ""1 c. sugar"", ""1/2 c. milk"", ""1 1/2 c. graham cracker crumbs"", ""1 tsp. vanilla"", ""1 c. coconut"", ""1 c. nuts""]","[""Cover bottom of 9 x 13-inch pan with graham crackers."", ""Mix margarine, sugar, egg and milk; boil for 2 minutes."", ""Remove from heat; add vanilla, coconut, nuts and graham cracker crumbs."", ""Mix well."", ""Pour over crackers in pan."", ""Top filling with graham crackers; press lightly."", ""Cover with icing.""]",www.cookbooks.com/Recipe-Details.aspx?id=971003,Gathered,"['margarine', 'egg', 'sugar', 'milk', 'graham cracker crumbs', 'vanilla', 'coconut', 'nuts']"
Sweet Apple Bucket,"[""10 each: Cortland, Golden Delicious or McIntosh apples, peeled, cored and sliced (11 c.)"", ""1 c. all-purpose flour"", ""1 c. sugar"", ""1 tsp. baking powder"", ""1/2 tsp. salt"", ""1 egg"", ""1/2 ??? butter, melted"", ""cinnamon""]","[""Place sliced apples in a 9 x 13-inch baking dish."", ""Combine flour, sugar, baking powder and salt."", ""Cut in egg with pastry blender until crumbly."", ""Sprinkle mixture over apples."", ""Pour melted butter over top, then sprinkle lightly with cinnamon."", ""Bake at 350\u00b0 for 45 minutes."", ""Serve with ice cream or whipped cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=484913,Gathered,"['apples', 'flour', 'sugar', 'baking powder', 'salt', 'egg', 'butter', 'cinnamon']"
Fruit Pizza,"[""1 tube refrigerator enriched sugar cookie dough"", ""8 oz. cream cheese, softened"", ""assorted canned or fresh fruits, sliced"", ""1/2 c. powdered sugar"", ""coconut""]","[""Press out cookie dough flat on a 13-inch pizza pan or cookie sheet."", ""Bake according to package directions."", ""Cream together cream cheese and powdered sugar."", ""Spread on cooled crust."", ""Top with chopped or sliced fruits and sprinkle with coconut."", ""Yields 1 pizza.""]",www.cookbooks.com/Recipe-Details.aspx?id=319278,Gathered,"['cream cheese', 'fresh fruits', 'powdered sugar', 'coconut']"
Mexican Chicken,"[""4 large chicken breasts"", ""2 cans cream of chicken soup"", ""1 can Ro-Tel tomatoes"", ""1 c. chopped bell pepper"", ""1 c. chopped onion"", ""1 Tbsp. chili powder"", ""1 Tbsp. garlic powder (not garlic salt)"", ""1 c. grated Velveeta cheese"", ""1 large bag Doritos""]","[""Boil chicken, peel off skin."", ""Remove from bone."", ""Mix soup, tomatoes, bell pepper, onion, garlic powder, chili powder and 1/2 cup of cheese."", ""Mix well."", ""Grease large Pyrex pan, line bottom with Doritos and then place chicken on top of Doritos."", ""Pour mixed ingredients over chicken."", ""Bake at 350\u00b0 for 30 minutes."", ""Remove and pour remaining Doritos and cheese over top."", ""Put in oven until cheese melts.""]",www.cookbooks.com/Recipe-Details.aspx?id=654307,Gathered,"['chicken breasts', 'cream of chicken soup', 'Ro-Tel tomatoes', 'bell pepper', 'onion', 'chili powder', 'garlic', 'Velveeta cheese', 'Doritos']"
Round Steaks Smothered In Onions,"[""2 1/2 to 3 lb. round steak"", ""1 large onion, sliced"", ""salt and pepper to taste"", ""1 1/2 c. flour"", ""3 Tbsp. oil""]","[""Trim excess fat from steak and cut into serving size pieces. Season steak with salt and pepper."", ""Dredge in flour and lightly pound floured steak with a mallet or edge of saucer."", ""Brown steak in hot oil in skillet."", ""Add onion and enough water, just to cover the steak and onions.""]",www.cookbooks.com/Recipe-Details.aspx?id=462239,Gathered,"['onion', 'salt', 'flour', 'oil']"
Dump Dish Dinner,"[""3 c. cut stew meat, cooked 'n seasoned"", ""2 c. long grain rice, cooked 'n salted 'n 2 Tbsp. buttah added when tender"", ""1 1/2 medium onion, chopped"", ""1 (8 oz.) can whole kernel corn"", ""1 (8 oz.) can English peas"", ""1 c. beef broth 'r can celery soup"", ""bakon slices""]","[""Use 1/2 uv the above 'n layer in order above...do this twice...pore the soup 'r broth over top 'n cook in preheated oven (400\u00b0) fur an hr...iffin it should start to dry out on top, put a piece uv foil on."", ""Remove foil 'n top wid bakon strips...let cook til bakon iz krisp.""]",www.cookbooks.com/Recipe-Details.aspx?id=143150,Gathered,"['stew meat', 'long grain rice', 'onion', 'whole kernel corn', 'English peas', 'beef broth', 'bakon slices']"
Anne'S Wexford Christmas Punch,"[""4 large cans Hi-C fruit punch"", ""1 large bottle ginger ale or to taste"", ""1 qt. green sherbet, frozen"", ""1 c. maraschino cherries""]","[""Put Hi-C in punch bowl."", ""Add cherries, ginger ale and sherbet just before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=771628,Gathered,"['Hi-C', 'ginger ale', 'green sherbet', 'maraschino cherries']"
Corn Pudding,"[""3 eggs"", ""2/3 c. sugar"", ""2 Tbsp. flour"", ""1 (16 oz.) can creamed corn"", ""4 Tbsp. butter"", ""1/2 tsp. salt"", ""1 c. evaporated milk""]","[""Beat together eggs, sugar and flour."", ""Combine with corn, butter, salt and milk."", ""Pour into a greased 1-quart casserole. Bake at 300\u00b0 for 50 minutes."", ""Yields 4 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=314283,Gathered,"['eggs', 'sugar', 'flour', 'corn', 'butter', 'salt', 'milk']"
Manhattan Clam Chowder,"[""6 slices bacon, cut in small pieces"", ""2 medium onions, chopped"", ""2 medium carrots, diced"", ""1/2 c. chopped celery"", ""1 lb. (12 oz. can) tomatoes"", ""2 c. water"", ""2 medium potatoes, peeled and diced"", ""1 tsp. salt"", ""1/2 tsp. thyme"", ""1 bay leaf"", ""24 clams with liquid (add water to make 1 qt.)""]","[""Fry bacon until almost crisp."", ""Add onions and saute until golden."", ""Add carrots and celery and saute a few minutes."", ""Add next 6 ingredients and clam liquid."", ""Simmer, uncovered, 50 minutes. Chop clams and add."", ""Simmer 10 more minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=363130,Gathered,"['bacon', 'onions', 'carrots', 'celery', 'tomatoes', 'water', 'potatoes', 'salt', 'thyme', 'bay leaf', 'liquid']"
Hominy Casserole,"[""1 can white hominy"", ""1 can Mexicorn"", ""1/4 bell pepper, chopped"", ""1 small jar Cheez Whiz"", ""1 can yellow hominy"", ""1/4 large onion, chopped"", ""1 Tbsp. butter""]","[""Drain corn and hominy thoroughly."", ""Place in casserole dish with onion and pepper."", ""Melt butter and Cheez Whiz in a saucepan and pour over hominy and corn mixture."", ""Bake in a 350\u00b0 oven for 30 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=807025,Gathered,"['white hominy', 'Mexicorn', 'bell pepper', 'yellow hominy', 'onion', 'butter']"
Cranberry Relish,"[""2 cans whole cranberry sauce"", ""1 can crushed pineapple, drained"", ""1 pkg. frozen strawberries, defrosted and drained"", ""chopped walnut pieces""]","[""Mix together and refrigerate overnight."", ""Delicious served with roast turkey, chicken or ham.""]",www.cookbooks.com/Recipe-Details.aspx?id=191254,Gathered,"['cranberry sauce', 'pineapple', 'frozen strawberries', 'walnut pieces']"
Vegetable Burger Soup,"[""1 lb. ground beef"", ""1 (16 oz.) can tomatoes"", ""1 (8 oz.) can tomato sauce"", ""1 (10 oz.) pkg. frozen mixed vegetables"", ""1/4 c. dry onion soup mix"", ""1 tsp. sugar""]","[""Brown meat and drain off fat."", ""Stir in 2 cups of water and remaining ingredients."", ""Bring to a boil."", ""Reduce heat and cover. Simmer 20 minutes."", ""Serves 6 to 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=302429,Gathered,"['ground beef', 'tomatoes', 'tomato sauce', 'frozen mixed vegetables', 'onion soup', 'sugar']"
